question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
84446,blue,blue,other,color,color,other
91461,phone,paper,other,object,object,other
63093,pink,pink,other,color,color,other
71275,door,building,other,object,object,other
42159,purple,black,other,color,color,other
24811,standing,sitting,other,action,action,other
28971,yes,yes,yes/no,yes/no,yes/no,yes/no
82667,brown,blue,other,color,color,other
94388,standing,standing,other,action,action,other
45201,wood,wood,other,color,color,other
101592,stage,ground,other,other,object,other
91807,sky,microphone,other,object,object,other
94189,standing,standing,other,action,action,other
28303,yes,yes,yes/no,yes/no,yes/no,yes/no
82941,green,green,other,color,color,other
29091,yes,yes,yes/no,yes/no,yes/no,yes/no
76196,person,person,other,human,human,other
1233,standing,standing,other,action,action,other
93871,standing,standing,other,action,action,other
97352,open,open,other,action,action,other
77193,car,people,other,human,object,other
75895,rug,box,other,object,object,other
61749,white,white,other,color,color,other
75714,tiles,toy,other,object,object,other
43604,blue,blue,other,color,color,other
80304,picture,picture,other,object,object,other
40232,chair,chair,other,object,object,other
85191,black,red,other,color,color,other
88177,standing,standing,other,action,action,other
15484,2,3,number,number,number,number
77335,book,bottle,other,object,object,other
46611,brown,brown,other,color,color,other
31769,yes,yes,yes/no,yes/no,yes/no,yes/no
83644,red,red,other,color,color,other
26959,yes,yes,yes/no,yes/no,yes/no,yes/no
9945,2,1,number,number,number,number
16931,2,2,number,number,number,number
47870,pink,red,other,color,color,other
14554,2,2,number,number,number,number
37625,sitting,sitting,other,action,action,other
97299,paper,computer,other,object,object,other
85293,white,green,other,color,color,other
34734,yes,yes,yes/no,yes/no,yes/no,yes/no
42398,black,black,other,color,color,other
30835,yes,yes,yes/no,yes/no,yes/no,yes/no
49590,pink,pink,other,color,color,other
82969,white,white,other,color,color,other
28911,yes,yes,yes/no,yes/no,yes/no,yes/no
87332,standing,sitting,other,action,action,other
68345,wall,tree,other,object,object,other
82696,black,black,other,color,color,other
51349,red,red,other,color,color,other
85960,blue,blue,other,color,color,other
8421,2,2,number,number,number,number
907,yes,yes,yes/no,yes/no,yes/no,yes/no
100261,wood,wood,other,color,color,other
65493,pink,red,other,color,color,other
64849,blue,purple,other,color,color,other
96854,chair,couch,other,object,object,other
59275,brown,purple,other,color,color,other
90104,paper,tie,other,object,object,other
52931,black,black,other,color,color,other
50413,green,purple,other,color,color,other
1328,standing,standing,other,action,action,other
1564,standing,standing,other,action,action,other
131547,person,person,other,human,human,other
24644,yes,yes,yes/no,yes/no,yes/no,yes/no
30880,yes,yes,yes/no,yes/no,yes/no,yes/no
79744,picture,picture,other,object,object,other
61249,pink,pink,other,color,color,other
47095,purple,black,other,color,color,other
30712,yes,no,yes/no,yes/no,yes/no,yes/no
71746,wall,painting,other,action,object,other
18953,2,2,number,number,number,number
102313,ground,floor,other,object,other,other
99882,standing,sitting,other,action,action,other
98050,brick,brick,other,color,color,other
42862,blue,blue,other,color,color,other
95610,book,paper,other,object,object,other
80851,plate,cake,other,object,object,other
82934,brown,brown,other,color,color,other
76257,door,people,other,human,object,other
102397,table,chair,other,object,object,other
61156,purple,purple,other,color,color,other
34310,yes,yes,yes/no,yes/no,yes/no,yes/no
75351,people,people,other,human,human,other
16757,2,2,number,number,number,number
11836,2,1,number,number,number,number
87864,brown,brown,other,color,color,other
100019,large,grass,other,object,other,other
41362,red,red,other,color,color,other
54693,white,blue,other,color,color,other
100813,night,night,other,other,other,other
12249,2,2,number,number,number,number
44406,purple,pink,other,color,color,other
17475,2,2,number,number,number,number
47020,red,red,other,color,color,other
130279,silver,white,other,color,color,other
100376,mirror,tv,other,object,object,other
44649,white,white,other,color,color,other
7946,1,1,number,number,number,number
84333,black,purple,other,color,color,other
88518,holding,holding,other,action,action,other
87349,doctor,doctor,other,other,other,other
31922,yes,yes,yes/no,yes/no,yes/no,yes/no
71725,wall,wall,other,object,object,other
81206,hat,helmet,other,object,object,other
29182,yes,yes,yes/no,yes/no,yes/no,yes/no
103421,woman,child,other,object,human,other
53160,blue,blue,other,color,color,other
53111,red,red,other,color,color,other
70818,table,tree,other,object,object,other
76006,grass,grass,other,object,object,other
33992,yes,yes,yes/no,yes/no,yes/no,yes/no
59355,brown,brown,other,color,color,other
25969,yes,yes,yes/no,yes/no,yes/no,yes/no
5996,yes,yes,yes/no,yes/no,yes/no,yes/no
61410,blue,blue,other,color,color,other
74730,car,building,other,object,object,other
12402,1,1,number,number,number,number
56780,red,blue,other,color,color,other
1442,yes,yes,yes/no,yes/no,yes/no,yes/no
89553,standing,sitting,other,action,action,other
57439,purple,red,other,color,color,other
10698,2,2,number,number,number,number
75100,book,book,other,object,object,other
54265,white,blue,other,color,color,other
63276,pink,pink,other,color,color,other
9249,1,2,number,number,number,number
54915,white,white,other,color,color,other
7976,2,1,number,number,number,number
149666,no,yes,yes/no,yes/no,yes/no,yes/no
11829,2,1,number,number,number,number
85206,green,green,other,color,color,other
70234,tree,house,other,location,object,other
84794,green,blue,other,color,color,other
64778,pink,pink,other,color,color,other
94556,standing,standing,other,action,action,other
76984,table,tv,other,object,object,other
89876,standing,sitting,other,action,action,other
1574,sitting,sitting,other,action,action,other
96491,sitting,sitting,other,action,action,other
89547,sitting,sitting,other,action,action,other
64377,blue,blue,other,color,color,other
72278,wall,door,other,object,object,other
66121,green,white,other,color,color,other
102335,ceiling,ceiling,other,object,object,other
101691,forest,forest,other,object,object,other
60635,blue,purple,other,color,color,other
105713,no,yes,yes/no,yes/no,yes/no,yes/no
48842,blue,blue,other,color,color,other
44792,red,red,other,color,color,other
15589,group,group,other,other,other,other
83179,red,white,other,color,color,other
28539,yes,yes,yes/no,yes/no,yes/no,yes/no
63625,purple,brown,other,color,color,other
83941,green,blue,other,color,color,other
102808,ground,right,other,color,other,other
86223,brown,red,other,color,color,other
31904,yes,yes,yes/no,yes/no,yes/no,yes/no
8795,2,2,number,number,number,number
67880,window,door,other,object,object,other
44171,blue,white,other,color,color,other
10493,2,2,number,number,number,number
94469,sitting,sitting,other,action,action,other
47009,red,red,other,color,color,other
93013,glasses,glasses,other,object,object,other
75628,box,computer,other,object,object,other
20322,3,1,number,number,number,number
93667,wood,metal,other,object,color,other
49685,white,red,other,color,color,other
84084,black,black,other,color,color,other
129681,yes,yes,yes/no,yes/no,yes/no,yes/no
98988,phone,drink,other,object,object,other
35740,yes,yes,yes/no,yes/no,yes/no,yes/no
53978,blue,pink,other,color,color,other
58437,red,red,other,color,color,other
50815,pink,brown,other,color,color,other
58960,blue,blue,other,color,color,other
100812,night,night,other,other,other,other
10196,2,2,number,number,number,number
15005,2,2,number,number,number,number
8542,2,2,number,number,number,number
80422,picture,poster,other,object,object,other
103596,man,man,other,human,human,other
101735,table,bed,other,object,object,other
77860,lamp,bottle,other,object,object,other
70305,fence,fence,other,object,object,other
103718,man,man,other,human,human,other
67665,window,window,other,object,object,other
53682,white,blue,other,color,color,other
66279,white,red,other,color,color,other
95634,guitar,stick,other,object,object,other
32777,yes,yes,yes/no,yes/no,yes/no,yes/no
70084,people,tree,other,object,human,other
66998,bench,window,other,object,object,other
56954,black,black,other,color,color,other
94586,standing,standing,other,action,action,other
74402,cloud,cloud,other,object,object,other
24418,standing,standing,other,action,action,other
69633,picture,picture,other,object,object,other
29253,yes,yes,yes/no,yes/no,yes/no,yes/no
81971,standing,standing,other,action,action,other
79310,sign,cabinet,other,object,object,other
71011,curtain,curtain,other,object,object,other
59169,black,black,other,color,color,other
120437,no,no,yes/no,yes/no,yes/no,yes/no
46513,green,blue,other,color,color,other
101910,couch,ground,other,other,object,other
106881,1,1,number,number,number,number
15390,2,2,number,number,number,number
87314,wood,wood,other,color,color,other
101667,sidewalk,stage,other,object,location,other
38355,standing,standing,other,action,action,other
57647,white,blue,other,color,color,other
66444,blue,blue,other,color,color,other
41892,purple,purple,other,color,color,other
86918,green,red,other,color,color,other
83308,brown,brown,other,color,color,other
47067,pink,black,other,color,color,other
123547,no,yes,yes/no,yes/no,yes/no,yes/no
497,sitting,sitting,other,action,action,other
27754,yes,yes,yes/no,yes/no,yes/no,yes/no
16048,3,many,number,number,number,number
1652,standing,standing,other,action,action,other
46058,purple,purple,other,color,color,other
28756,yes,yes,yes/no,yes/no,yes/no,yes/no
28721,yes,yes,yes/no,yes/no,yes/no,yes/no
773,no,yes,yes/no,yes/no,yes/no,yes/no
9250,2,many,number,number,number,number
61270,green,blue,other,color,color,other
72040,wall,tree,other,object,object,other
66297,white,red,other,color,color,other
27795,yes,yes,yes/no,yes/no,yes/no,yes/no
97918,large,rectangle,other,object,other,other
65981,blue,blue,other,color,color,other
65356,pink,pink,other,color,color,other
46478,white,white,other,color,color,other
40357,counter,refrigerator,other,object,object,other
46813,purple,purple,other,color,color,other
35580,yes,painting,other,action,yes/no,yes/no
81188,standing,standing,other,action,action,other
42113,purple,purple,other,color,color,other
80591,picture,picture,other,object,object,other
77592,building,building,other,object,object,other
57575,blue,green,other,color,color,other
48163,purple,orange,other,color,color,other
100287,wood,wood,other,color,color,other
96272,sitting,standing,other,action,action,other
9189,2,2,number,number,number,number
1001,yes,yes,yes/no,yes/no,yes/no,yes/no
93885,lying,lying,other,action,action,other
15701,2,3,number,number,number,number
47625,red,purple,other,color,color,other
85570,red,purple,other,color,color,other
79023,picture,picture,other,object,object,other
42982,blue,brown,other,color,color,other
32818,yes,yes,yes/no,yes/no,yes/no,yes/no
46598,pink,green,other,color,color,other
46300,purple,red,other,color,color,other
35296,yes,yes,yes/no,yes/no,yes/no,yes/no
37081,standing,standing,other,action,action,other
51190,purple,purple,other,color,color,other
11628,2,2,number,number,number,number
81785,brick,brick,other,color,color,other
71736,tree,fence,other,object,object,other
117094,yes,no,yes/no,yes/no,yes/no,yes/no
71434,wall,building,other,object,object,other
86584,brown,blue,other,color,color,other
84551,blue,white,other,color,color,other
28500,yes,yes,yes/no,yes/no,yes/no,yes/no
25095,standing,standing,other,action,action,other
46534,blue,blue,other,color,color,other
65633,purple,purple,other,color,color,other
70966,wall,staircase,other,object,object,other
21570,yes,yes,yes/no,yes/no,yes/no,yes/no
140317,no,no,yes/no,yes/no,yes/no,yes/no
69675,picture,picture,other,object,object,other
70146,building,building,other,object,object,other
38751,cup,plate,other,object,object,other
32385,yes,yes,yes/no,yes/no,yes/no,yes/no
35566,yes,glasses,other,object,yes/no,yes/no
30965,yes,yes,yes/no,yes/no,yes/no,yes/no
1448,standing,sitting,other,action,action,other
65945,blue,green,other,color,color,other
35498,yes,yes,yes/no,yes/no,yes/no,yes/no
12236,2,2,number,number,number,number
61643,blue,blue,other,color,color,other
80029,poster,picture,other,object,object,other
66792,ceiling,wires,other,object,object,other
156504,yes,no,yes/no,yes/no,yes/no,yes/no
123434,green,blue,other,color,color,other
43915,red,red,other,color,color,other
61781,gray,black,other,color,color,other
39316,snow,grass,other,object,other,other
8883,2,2,number,number,number,number
80327,picture,picture,other,object,object,other
76476,laptop,laptop,other,object,object,other
79369,picture,window,other,object,object,other
41697,white,white,other,color,color,other
112553,yes,yes,yes/no,yes/no,yes/no,yes/no
44546,green,blue,other,color,color,other
65680,black,black,other,color,color,other
442,standing,sitting,other,action,action,other
80345,mirror,picture,other,object,object,other
65307,blue,blue,other,color,color,other
88323,white,white,other,color,color,other
21846,open,open,other,action,action,other
17838,2,1,number,number,number,number
76206,door,door,other,object,object,other
28603,yes,yes,yes/no,yes/no,yes/no,yes/no
10773,2,1,number,number,number,number
38932,book,phone,other,object,object,other
94615,standing,standing,other,action,action,other
102732,left,right,other,color,location,other
88058,standing,standing,other,action,action,other
96080,bag,bag,other,object,object,other
42087,blue,silver,other,color,color,other
33646,yes,yes,yes/no,yes/no,yes/no,yes/no
73527,building,building,other,object,object,other
72102,wall,wall,other,object,object,other
20613,yes,yes,yes/no,yes/no,yes/no,yes/no
34255,yes,yes,yes/no,yes/no,yes/no,yes/no
99481,tie,tie,other,object,object,other
45348,brown,blue,other,color,color,other
1807,standing,sitting,other,action,action,other
33113,yes,yes,yes/no,yes/no,yes/no,yes/no
107229,left,right,other,color,location,other
54295,blue,blue,other,color,color,other
85765,white,red,other,color,color,other
55047,white,blue,other,color,color,other
77853,plate,bowl,other,object,object,other
42188,red,red,other,color,color,other
31705,yes,yes,yes/no,yes/no,yes/no,yes/no
26952,yes,yes,yes/no,yes/no,yes/no,yes/no
103294,woman,man,other,human,human,other
28921,yes,yes,yes/no,yes/no,yes/no,yes/no
29313,yes,yes,yes/no,yes/no,yes/no,yes/no
12751,2,3,number,number,number,number
57007,purple,purple,other,color,color,other
38196,sitting,sitting,other,action,action,other
58645,green,green,other,color,color,other
17948,2,many,number,number,number,number
239,large,large,other,other,other,other
79507,picture,red,other,color,object,other
87746,standing,standing,other,action,action,other
88942,standing,standing,other,action,action,other
10600,2,2,number,number,number,number
92164,building,building,other,object,object,other
66756,saxophone,saxophone,other,object,object,other
56819,blue,white,other,color,color,other
100426,cup,chair,other,object,object,other
15844,2,1,number,number,number,number
80727,pillow,pillow,other,object,object,other
787,no,no,yes/no,yes/no,yes/no,yes/no
84442,red,white,other,color,color,other
132061,no,no,yes/no,yes/no,yes/no,yes/no
64908,red,red,other,color,color,other
29887,yes,yes,yes/no,yes/no,yes/no,yes/no
77610,tree,house,other,location,object,other
77278,book,bottle,other,object,object,other
55296,white,white,other,color,color,other
10746,2,2,number,number,number,number
32104,yes,yes,yes/no,yes/no,yes/no,yes/no
39382,eyeglasses,sunglasses,other,object,object,other
72065,wall,cloud,other,object,object,other
12414,2,3,number,number,number,number
73794,spoon,plate,other,object,object,other
81638,standing,standing,other,action,action,other
54663,white,white,other,color,color,other
34415,yes,yes,yes/no,yes/no,yes/no,yes/no
79569,television,painting,other,action,other,other
98757,standing,standing,other,action,action,other
905,yes,yes,yes/no,yes/no,yes/no,yes/no
38576,standing,standing,other,action,action,other
100670,winter,winter,other,other,other,other
17009,2,2,number,number,number,number
68277,curtain,building,other,object,object,other
64006,green,pink,other,color,color,other
66790,sky,sign,other,object,object,other
7365,1,2,number,number,number,number
97746,wood,wood,other,color,color,other
75677,tiles,tiles,other,object,object,other
1890,walking,standing,other,action,action,other
60757,blue,blue,other,color,color,other
106697,2,2,number,number,number,number
90747,paper,book,other,object,object,other
12007,2,2,number,number,number,number
98300,classroom,kitchen,other,location,object,other
1881,walking,walking,other,action,action,other
11696,2,2,number,number,number,number
28569,yes,yes,yes/no,yes/no,yes/no,yes/no
57361,white,white,other,color,color,other
74275,window,table,other,object,object,other
65021,pink,blue,other,color,color,other
82439,brown,white,other,color,color,other
47309,red,pink,other,color,color,other
34964,yes,yes,yes/no,yes/no,yes/no,yes/no
47599,red,red,other,color,color,other
76804,cupboard,fence,other,object,object,other
38299,standing,standing,other,action,action,other
1086,sitting,sitting,other,action,action,other
53993,white,white,other,color,color,other
75237,light,light,other,object,object,other
72629,building,window,other,object,object,other
98286,wood,wood,other,color,color,other
51275,blue,blue,other,color,color,other
88512,open,open,other,action,action,other
62788,pink,pink,other,color,color,other
13094,2,2,number,number,number,number
28450,yes,yes,yes/no,yes/no,yes/no,yes/no
55247,white,white,other,color,color,other
67630,window,wall,other,object,object,other
62159,green,black,other,color,color,other
95967,book,phone,other,object,object,other
84799,green,gray,other,color,color,other
11299,1,1,number,number,number,number
101072,car,bus,other,object,object,other
69453,light,light,other,object,object,other
68444,wall,wall,other,object,object,other
14986,2,2,number,number,number,number
38140,standing,standing,other,action,action,other
74580,boat,boat,other,object,object,other
45351,red,red,other,color,color,other
78676,plate,plate,other,object,object,other
24305,standing,standing,other,action,action,other
63249,pink,pink,other,color,color,other
33758,yes,yes,yes/no,yes/no,yes/no,yes/no
101259,ground,forest,other,object,other,other
93464,purple,black,other,color,color,other
52501,gray,gray,other,color,color,other
10326,2,2,number,number,number,number
78062,plate,food,other,object,object,other
73455,food,food,other,object,object,other
13456,2,3,number,number,number,number
45301,purple,red,other,color,color,other
30762,yes,yes,yes/no,yes/no,yes/no,yes/no
20177,1,1,number,number,number,number
45954,red,red,other,color,color,other
75240,light,light,other,object,object,other
62966,pink,purple,other,color,color,other
161576,yes,no,yes/no,yes/no,yes/no,yes/no
25703,yes,yes,yes/no,yes/no,yes/no,yes/no
93348,black,white,other,color,color,other
87292,standing,standing,other,action,action,other
81719,smiling,smiling,other,action,action,other
64047,green,green,other,color,color,other
80477,board,board,other,object,object,other
15419,2,2,number,number,number,number
29867,yes,yes,yes/no,yes/no,yes/no,yes/no
47568,red,red,other,color,color,other
89019,standing,standing,other,action,action,other
88529,holding,holding,other,action,action,other
34795,yes,yes,yes/no,yes/no,yes/no,yes/no
69537,light,light,other,object,object,other
41426,blue,blue,other,color,color,other
48456,red,red,other,color,color,other
74263,bed,bed,other,object,object,other
39714,sitting,sitting,other,action,action,other
38587,standing,standing,other,action,action,other
93270,brown,brown,other,color,color,other
54879,white,white,other,color,color,other
67814,window,window,other,object,object,other
81535,standing,standing,other,action,action,other
85836,blue,blue,other,color,color,other
79607,picture,blackboard,other,object,object,other
1602,standing,standing,other,action,action,other
28445,yes,yes,yes/no,yes/no,yes/no,yes/no
1643,sitting,sitting,other,action,action,other
41755,orange,orange,other,color,color,other
53274,brown,brown,other,color,color,other
72025,building,cloud,other,object,object,other
101091,train,train,other,object,object,other
75956,snow,people,other,human,other,other
29863,large,large,other,other,other,other
70236,tree,tree,other,object,object,other
48100,red,white,other,color,color,other
64655,black,blue,other,color,color,other
7183,yes,yes,yes/no,yes/no,yes/no,yes/no
53594,blue,blue,other,color,color,other
39942,book,stick,other,object,object,other
37745,standing,standing,other,action,action,other
74173,people,classroom,other,object,human,other
54933,white,white,other,color,color,other
57909,blue,pink,other,color,color,other
66208,white,white,other,color,color,other
87673,couch,chair,other,object,object,other
16839,2,2,number,number,number,number
72123,cupboard,kitchen,other,location,object,other
63985,green,pink,other,color,color,other
102006,table,table,other,object,object,other
83155,red,red,other,color,color,other
70200,table,chair,other,object,object,other
27635,yes,yes,yes/no,yes/no,yes/no,yes/no
60990,purple,purple,other,color,color,other
45186,white,white,other,color,color,other
63346,blue,purple,other,color,color,other
32795,yes,yes,yes/no,yes/no,yes/no,yes/no
29195,yes,yes,yes/no,yes/no,yes/no,yes/no
68304,wall,picture,other,object,object,other
27516,yes,yes,yes/no,yes/no,yes/no,yes/no
62434,pink,green,other,color,color,other
73530,laptop,table,other,object,object,other
38473,standing,standing,other,action,action,other
82706,white,blue,other,color,color,other
31796,yes,yes,yes/no,yes/no,yes/no,yes/no
54195,white,white,other,color,color,other
17681,2,2,number,number,number,number
50231,purple,green,other,color,color,other
57639,pink,red,other,color,color,other
55297,green,green,other,color,color,other
90786,stick,stick,other,object,object,other
81,no,yes,yes/no,yes/no,yes/no,yes/no
92450,tie,jacket,other,object,object,other
60664,blue,blue,other,color,color,other
33233,yes,yes,yes/no,yes/no,yes/no,yes/no
10963,2,2,number,number,number,number
59125,brown,purple,other,color,color,other
100889,house,house,other,location,location,other
86616,blue,purple,other,color,color,other
93029,suit,suit,other,object,object,other
68306,curtain,wall,other,object,object,other
75411,people,people,other,human,human,other
56500,red,green,other,color,color,other
99761,blue,purple,other,color,color,other
38424,standing,standing,other,action,action,other
4312,yes,yes,yes/no,yes/no,yes/no,yes/no
28820,yes,yes,yes/no,yes/no,yes/no,yes/no
54574,black,black,other,color,color,other
82717,blue,white,other,color,color,other
107612,yes,no,yes/no,yes/no,yes/no,yes/no
16220,1,2,number,number,number,number
81848,parked,parked,other,action,action,other
29481,yes,yes,yes/no,yes/no,yes/no,yes/no
72626,building,building,other,object,object,other
96407,glasses,t-shirt,other,object,object,other
85274,white,white,other,color,color,other
45557,red,red,other,color,color,other
76608,people,picture,other,object,human,other
89321,standing,standing,other,action,action,other
73700,book,book,other,object,object,other
21928,open,open,other,action,action,other
17549,2,2,number,number,number,number
25774,cloud,ground,other,other,object,other
72497,building,tree,other,object,object,other
55234,white,white,other,color,color,other
70205,television,bed,other,object,other,other
85272,blue,red,other,color,color,other
92236,door,blackboard,other,object,object,other
37846,standing,walking,other,action,action,other
72529,building,building,other,object,object,other
25782,no,yes,yes/no,yes/no,yes/no,yes/no
71614,wall,cabinet,other,object,object,other
88786,standing,standing,other,action,action,other
94223,standing,sitting,other,action,action,other
89238,standing,standing,other,action,action,other
80732,pillow,pillow,other,object,object,other
55105,white,white,other,color,color,other
161746,2,2,number,number,number,number
2351,no,yes,yes/no,yes/no,yes/no,yes/no
96628,black,blue,other,color,color,other
44932,black,red,other,color,color,other
97782,livingroom,livingroom,other,location,location,other
91874,stick,book,other,object,object,other
62228,purple,brown,other,color,color,other
100884,black,black,other,color,color,other
84313,gray,blue,other,color,color,other
89995,standing,standing,other,action,action,other
100931,chair,couch,other,object,object,other
40501,light,poster,other,object,object,other
54606,white,blue,other,color,color,other
41396,purple,red,other,color,color,other
36120,yes,yes,yes/no,yes/no,yes/no,yes/no
81761,wood,brick,other,color,color,other
77332,book,book,other,object,object,other
15074,2,2,number,number,number,number
15434,2,2,number,number,number,number
94133,standing,standing,other,action,action,other
13594,3,4,number,number,number,number
36263,yes,yes,yes/no,yes/no,yes/no,yes/no
23693,standing,standing,other,action,action,other
80009,picture,picture,other,object,object,other
12046,3,3,number,number,number,number
39339,eyeglasses,eyeglasses,other,object,object,other
71757,curtain,wall,other,object,object,other
65160,pink,pink,other,color,color,other
78835,picture,picture,other,object,object,other
65131,pink,purple,other,color,color,other
22004,yes,no,yes/no,yes/no,yes/no,yes/no
99999,shorts,t-shirt,other,object,object,other
7799,1,1,number,number,number,number
44859,black,purple,other,color,color,other
95781,phone,remote,other,object,object,other
39590,sitting,eating,other,action,action,other
37770,sitting,standing,other,action,action,other
74262,bed,refrigerator,other,object,object,other
101181,right,background,other,other,color,other
110037,yes,no,yes/no,yes/no,yes/no,yes/no
216,standing,sitting,other,action,action,other
66069,pink,purple,other,color,color,other
57058,green,green,other,color,color,other
101704,couch,room,other,object,object,other
2486,yes,yes,yes/no,yes/no,yes/no,yes/no
43892,green,red,other,color,color,other
17657,2,2,number,number,number,number
67392,fence,tree,other,object,object,other
69350,door,door,other,object,object,other
50586,brown,green,other,color,color,other
93763,standing,standing,other,action,action,other
15415,2,2,number,number,number,number
67549,wall,door,other,object,object,other
2458,yes,yes,yes/no,yes/no,yes/no,yes/no
68781,door,door,other,object,object,other
81793,brick,wood,other,color,color,other
86713,pink,green,other,color,color,other
86323,pink,red,other,color,color,other
46410,purple,purple,other,color,color,other
15658,2,3,number,number,number,number
17918,2,2,number,number,number,number
44398,purple,purple,other,color,color,other
48332,red,red,other,color,color,other
85898,blue,blue,other,color,color,other
80580,picture,painting,other,action,object,other
33779,yes,yes,yes/no,yes/no,yes/no,yes/no
68412,wall,wall,other,object,object,other
43100,blue,blue,other,color,color,other
16487,1,1,number,number,number,number
88656,standing,sitting,other,action,action,other
71004,sky,window,other,object,object,other
66814,shelf,clock,other,object,object,other
73941,man,person,other,human,human,other
52599,blue,blue,other,color,color,other
11499,2,1,number,number,number,number
100018,wooden,wooden,other,color,color,other
68428,wall,couch,other,object,object,other
55221,white,green,other,color,color,other
53208,black,blue,other,color,color,other
90528,microphone,paper,other,object,object,other
81208,sitting,sitting,other,action,action,other
36918,chair,chair,other,object,object,other
82718,red,pink,other,color,color,other
73182,building,tree,other,object,object,other
73139,sky,cloud,other,object,object,other
88775,standing,standing,other,action,action,other
57196,white,white,other,color,color,other
68065,wall,building,other,object,object,other
53352,black,black,other,color,color,other
86905,green,green,other,color,color,other
78640,plate,remote,other,object,object,other
92086,chair,ground,other,other,object,other
97697,chair,book,other,object,object,other
11104,2,2,number,number,number,number
46492,pink,red,other,color,color,other
129261,2,2,number,number,number,number
15674,2,2,number,number,number,number
86030,blue,blue,other,color,color,other
54989,white,white,other,color,color,other
96684,phone,paper,other,object,object,other
70295,fence,box,other,object,object,other
50687,brown,brown,other,color,color,other
46641,purple,purple,other,color,color,other
33345,yes,yes,yes/no,yes/no,yes/no,yes/no
68500,building,window,other,object,object,other
63108,wooden,brown,other,color,color,other
65346,pink,purple,other,color,color,other
34493,yes,yes,yes/no,yes/no,yes/no,yes/no
99612,dress,dress,other,object,object,other
103065,background,background,other,other,other,other
25888,yes,no,yes/no,yes/no,yes/no,yes/no
58217,white,white,other,color,color,other
84549,red,red,other,color,color,other
31909,yes,yes,yes/no,yes/no,yes/no,yes/no
92958,suit,suit,other,object,object,other
82320,metal,silver,other,color,object,other
82835,blue,blue,other,color,color,other
77186,people,people,other,human,human,other
9222,2,3,number,number,number,number
72713,tree,tree,other,object,object,other
69400,building,car,other,object,object,other
54135,white,blue,other,color,color,other
98269,sitting,standing,other,action,action,other
94497,standing,sitting,other,action,action,other
54652,white,blue,other,color,color,other
28490,yes,yes,yes/no,yes/no,yes/no,yes/no
75373,writing,writing,other,action,action,other
52156,gray,white,other,color,color,other
86778,blue,green,other,color,color,other
2281,yes,yes,yes/no,yes/no,yes/no,yes/no
73242,wall,painting,other,action,object,other
42261,white,black,other,color,color,other
43668,metal,black,other,color,object,other
143776,red,green,other,color,color,other
87003,purple,brown,other,color,color,other
52451,gray,black,other,color,color,other
9201,2,2,number,number,number,number
11321,2,2,number,number,number,number
70258,table,table,other,object,object,other
98028,rectangular,large,other,other,other,other
25604,yes,yes,yes/no,yes/no,yes/no,yes/no
58260,white,white,other,color,color,other
17103,2,2,number,number,number,number
44835,gray,gray,other,color,color,other
52890,blue,black,other,color,color,other
81041,car,car,other,object,object,other
10542,2,2,number,number,number,number
16421,2,2,number,number,number,number
48355,red,red,other,color,color,other
64884,red,red,other,color,color,other
84538,white,white,other,color,color,other
49277,brown,blue,other,color,color,other
49999,purple,red,other,color,color,other
39212,chair,chair,other,object,object,other
53114,green,brown,other,color,color,other
83142,brown,wooden,other,color,color,other
32370,yes,yes,yes/no,yes/no,yes/no,yes/no
54528,white,green,other,color,color,other
61740,white,black,other,color,color,other
99809,black,blonde,other,color,color,other
39719,sitting,reading,other,action,action,other
50757,brown,purple,other,color,color,other
17508,2,2,number,number,number,number
66257,white,green,other,color,color,other
24078,yes,yes,yes/no,yes/no,yes/no,yes/no
49524,brown,brown,other,color,color,other
62352,white,white,other,color,color,other
99962,glasses,tie,other,object,object,other
10912,2,2,number,number,number,number
57597,red,red,other,color,color,other
79806,picture,window,other,object,object,other
96060,book,microphone,other,object,object,other
93297,brown,black,other,color,color,other
40431,silver,1,number,number,color,other
60690,blue,blue,other,color,color,other
51099,white,brown,other,color,color,other
59422,pink,pink,other,color,color,other
57045,blue,blue,other,color,color,other
536,open,open,other,action,action,other
7992,2,2,number,number,number,number
47677,purple,blue,other,color,color,other
76204,building,board,other,object,object,other
13724,2,2,number,number,number,number
16161,2,1,number,number,number,number
66952,tree,cloud,other,object,object,other
81480,table,water,other,object,object,other
9316,2,2,number,number,number,number
50324,pink,purple,other,color,color,other
32021,yes,yes,yes/no,yes/no,yes/no,yes/no
93823,bag,backpack,other,object,object,other
34421,yes,yes,yes/no,yes/no,yes/no,yes/no
15788,2,2,number,number,number,number
36400,dog,dog,other,object,object,other
88158,standing,standing,other,action,action,other
77965,plate,toy,other,object,object,other
83806,white,blue,other,color,color,other
53552,blue,green,other,color,color,other
62592,pink,pink,other,color,color,other
100449,standing,standing,other,action,action,other
67126,wall,wall,other,object,object,other
32070,yes,yes,yes/no,yes/no,yes/no,yes/no
77710,people,people,other,human,human,other
36630,stick,plate,other,object,object,other
54022,white,purple,other,color,color,other
1052,yes,no,yes/no,yes/no,yes/no,yes/no
96625,pink,glasses,other,object,color,other
88200,ground,ground,other,other,other,other
58783,white,white,other,color,color,other
56546,pink,pink,other,color,color,other
93617,wooden,brick,other,color,color,other
38412,sitting,sitting,other,action,action,other
28843,yes,yes,yes/no,yes/no,yes/no,yes/no
102952,indoor,indoor,other,other,other,other
83650,wood,green,other,color,color,other
