question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
47875,pink,blue,other,color,color,other
47895,pink,blue,other,color,color,other
47922,purple,green,other,color,color,other
47952,purple,purple,other,color,color,other
47956,blue,blue,other,color,color,other
47983,pink,red,other,color,color,other
48005,green,green,other,color,color,other
48027,red,red,other,color,color,other
48033,red,red,other,color,color,other
48068,red,red,other,color,color,other
48071,blue,red,other,color,color,other
48086,red,white,other,color,color,other
48102,red,red,other,color,color,other
48138,blue,orange,other,color,color,other
48144,black,white,other,color,color,other
48163,purple,orange,other,color,color,other
48165,red,red,other,color,color,other
48190,purple,red,other,color,color,other
48241,brown,brown,other,color,color,other
48274,brown,brown,other,color,color,other
48301,orange,purple,other,color,color,other
48337,red,brown,other,color,color,other
48340,purple,purple,other,color,color,other
48357,purple,green,other,color,color,other
48378,red,purple,other,color,color,other
48397,brown,green,other,color,color,other
48415,red,brown,other,color,color,other
48431,purple,brown,other,color,color,other
48469,purple,brown,other,color,color,other
48480,purple,purple,other,color,color,other
48493,purple,purple,other,color,color,other
48514,red,red,other,color,color,other
48536,brown,red,other,color,color,other
48567,brown,purple,other,color,color,other
48609,blue,blue,other,color,color,other
48639,white,white,other,color,color,other
48660,blue,blue,other,color,color,other
48695,red,red,other,color,color,other
48724,red,red,other,color,color,other
48731,red,red,other,color,color,other
48745,red,blue,other,color,color,other
48752,red,red,other,color,color,other
48770,red,red,other,color,color,other
48775,red,red,other,color,color,other
48781,red,blue,other,color,color,other
48794,red,red,other,color,color,other
48811,red,red,other,color,color,other
48828,red,red,other,color,color,other
48838,red,pink,other,color,color,other
48845,red,red,other,color,color,other
48857,red,red,other,color,color,other
48881,red,red,other,color,color,other
48898,red,purple,other,color,color,other
48909,red,red,other,color,color,other
48914,red,red,other,color,color,other
48936,red,red,other,color,color,other
48944,red,red,other,color,color,other
48987,green,green,other,color,color,other
49000,brown,white,other,color,color,other
49014,green,green,other,color,color,other
49027,brown,brown,other,color,color,other
49054,brown,brown,other,color,color,other
49077,brown,brown,other,color,color,other
49179,brown,brown,other,color,color,other
49207,purple,pink,other,color,color,other
49209,brown,blue,other,color,color,other
49213,purple,pink,other,color,color,other
49220,brown,brown,other,color,color,other
49227,purple,red,other,color,color,other
49260,brown,red,other,color,color,other
49271,brown,brown,other,color,color,other
49296,pink,red,other,color,color,other
49300,brown,brown,other,color,color,other
49332,brown,purple,other,color,color,other
49335,brown,brown,other,color,color,other
49345,purple,brown,other,color,color,other
49365,purple,red,other,color,color,other
49370,brown,brown,other,color,color,other
49379,brown,blue,other,color,color,other
49391,purple,blue,other,color,color,other
49443,brown,brown,other,color,color,other
49452,brown,wooden,other,color,color,other
49475,brown,green,other,color,color,other
49500,brown,red,other,color,color,other
49524,brown,brown,other,color,color,other
49558,purple,purple,other,color,color,other
49560,brown,black,other,color,color,other
49579,brown,brown,other,color,color,other
49599,brown,brown,other,color,color,other
49623,purple,purple,other,color,color,other
49636,red,blue,other,color,color,other
49650,red,orange,other,color,color,other
49685,red,red,other,color,color,other
49705,green,white,other,color,color,other
49726,green,pink,other,color,color,other
49784,purple,pink,other,color,color,other
49800,white,white,other,color,color,other
49844,brown,wooden,other,color,color,other
49855,brown,wooden,other,color,color,other
49865,wooden,wooden,other,color,color,other
49870,brown,purple,other,color,color,other
49880,wooden,wooden,other,color,color,other
49899,red,red,other,color,color,other
49936,white,red,other,color,color,other
49942,green,red,other,color,color,other
49955,white,wooden,other,color,color,other
49986,green,purple,other,color,color,other
49999,red,red,other,color,color,other
50026,green,green,other,color,color,other
50030,white,silver,other,color,color,other
50053,brown,brown,other,color,color,other
50081,purple,purple,other,color,color,other
50148,red,red,other,color,color,other
50170,red,red,other,color,color,other
50182,blue,red,other,color,color,other
50199,blue,blue,other,color,color,other
50231,pink,green,other,color,color,other
50252,blue,purple,other,color,color,other
50278,pink,pink,other,color,color,other
50324,pink,purple,other,color,color,other
50332,pink,pink,other,color,color,other
50350,white,white,other,color,color,other
50376,green,green,other,color,color,other
50385,green,green,other,color,color,other
50391,green,green,other,color,color,other
50413,brown,purple,other,color,color,other
50434,brown,brown,other,color,color,other
50450,blue,brown,other,color,color,other
50484,white,white,other,color,color,other
50492,brown,red,other,color,color,other
50499,red,gray,other,color,color,other
50524,white,white,other,color,color,other
50541,brown,purple,other,color,color,other
50586,brown,green,other,color,color,other
50603,brown,white,other,color,color,other
50623,purple,blue,other,color,color,other
50632,purple,purple,other,color,color,other
50650,green,green,other,color,color,other
50658,gray,orange,other,color,color,other
50673,blue,black,other,color,color,other
50687,brown,brown,other,color,color,other
50729,brown,brown,other,color,color,other
50756,brown,brown,other,color,color,other
50761,red,brown,other,color,color,other
50788,pink,purple,other,color,color,other
50808,pink,pink,other,color,color,other
50822,pink,purple,other,color,color,other
50858,green,wooden,other,color,color,other
50887,pink,pink,other,color,color,other
50935,pink,white,other,color,color,other
50995,red,black,other,color,color,other
51053,blue,blue,other,color,color,other
51082,blue,red,other,color,color,other
51099,brown,brown,other,color,color,other
51113,blue,green,other,color,color,other
51190,purple,purple,other,color,color,other
51221,purple,blue,other,color,color,other
51254,purple,blue,other,color,color,other
51275,blue,blue,other,color,color,other
51286,silver,silver,other,color,color,other
51294,silver,silver,other,color,color,other
51305,green,black,other,color,color,other
51349,red,red,other,color,color,other
51354,red,red,other,color,color,other
51424,green,green,other,color,color,other
51437,white,white,other,color,color,other
51449,blue,black,other,color,color,other
51466,white,green,other,color,color,other
51517,green,black,other,color,color,other
51548,green,green,other,color,color,other
51571,black,black,other,color,color,other
51577,red,black,other,color,color,other
51630,purple,pink,other,color,color,other
51653,red,gray,other,color,color,other
51677,red,blue,other,color,color,other
51683,red,red,other,color,color,other
51757,green,red,other,color,color,other
51766,white,white,other,color,color,other
51778,white,purple,other,color,color,other
51808,green,white,other,color,color,other
51869,black,blue,other,color,color,other
51899,black,black,other,color,color,other
51920,black,gray,other,color,color,other
51944,black,brown,other,color,color,other
51974,black,black,other,color,color,other
51993,gray,green,other,color,color,other
52041,gray,brown,other,color,color,other
52052,black,red,other,color,color,other
52076,brown,brown,other,color,color,other
52101,brown,red,other,color,color,other
52122,blue,purple,other,color,color,other
52133,black,brown,other,color,color,other
52172,blue,gray,other,color,color,other
52180,blue,purple,other,color,color,other
52187,black,brown,other,color,color,other
52195,black,black,other,color,color,other
52218,black,black,other,color,color,other
52225,black,gray,other,color,color,other
52233,blue,gray,other,color,color,other
52243,blue,gray,other,color,color,other
52262,gray,gray,other,color,color,other
52280,black,brown,other,color,color,other
52302,blue,blue,other,color,color,other
52315,red,brown,other,color,color,other
52342,gray,gray,other,color,color,other
52356,blue,blue,other,color,color,other
52368,gray,brown,other,color,color,other
52376,gray,dark,other,color,color,other
52419,blue,blue,other,color,color,other
52428,black,red,other,color,color,other
52438,gray,gray,other,color,color,other
52449,blue,blue,other,color,color,other
52451,black,black,other,color,color,other
52470,blue,gray,other,color,color,other
52487,blue,blue,other,color,color,other
52500,blue,brown,other,color,color,other
52517,red,brown,other,color,color,other
52589,brown,blue,other,color,color,other
52604,blue,blue,other,color,color,other
52609,red,red,other,color,color,other
52619,red,black,other,color,color,other
52642,black,brown,other,color,color,other
52667,red,green,other,color,color,other
52671,blue,black,other,color,color,other
52689,black,blue,other,color,color,other
52693,red,red,other,color,color,other
52708,blue,black,other,color,color,other
52724,red,blue,other,color,color,other
52732,blue,brown,other,color,color,other
52751,black,green,other,color,color,other
52788,blue,red,other,color,color,other
52831,black,black,other,color,color,other
52864,green,purple,other,color,color,other
52890,green,black,other,color,color,other
52912,brown,red,other,color,color,other
52925,green,brown,other,color,color,other
52961,blue,green,other,color,color,other
52979,blue,pink,other,color,color,other
53009,green,red,other,color,color,other
53029,red,green,other,color,color,other
53038,blue,green,other,color,color,other
53076,brown,red,other,color,color,other
53102,brown,green,other,color,color,other
53111,blue,red,other,color,color,other
53118,blue,blue,other,color,color,other
53160,blue,blue,other,color,color,other
53196,brown,blue,other,color,color,other
53203,brown,brown,other,color,color,other
53210,red,brown,other,color,color,other
53223,green,red,other,color,color,other
53243,blue,blue,other,color,color,other
53275,brown,brown,other,color,color,other
53301,black,brown,other,color,color,other
53316,green,purple,other,color,color,other
53323,green,green,other,color,color,other
53345,brown,green,other,color,color,other
53356,green,blue,other,color,color,other
53387,green,gray,other,color,color,other
53413,red,green,other,color,color,other
53422,red,orange,other,color,color,other
53436,black,black,other,color,color,other
53480,red,orange,other,color,color,other
53540,blue,gray,other,color,color,other
53553,blue,blue,other,color,color,other
53559,blue,gray,other,color,color,other
53594,blue,blue,other,color,color,other
53614,red,gray,other,color,color,other
53637,blue,white,other,color,color,other
53645,red,green,other,color,color,other
53662,blue,black,other,color,color,other
53682,white,blue,other,color,color,other
53688,red,purple,other,color,color,other
53710,pink,black,other,color,color,other
53740,white,purple,other,color,color,other
53758,red,red,other,color,color,other
53830,white,white,other,color,color,other
53851,blue,blue,other,color,color,other
53896,white,red,other,color,color,other
53918,white,pink,other,color,color,other
53937,white,red,other,color,color,other
53949,white,red,other,color,color,other
53956,white,blue,other,color,color,other
53968,white,white,other,color,color,other
53978,blue,pink,other,color,color,other
53993,white,white,other,color,color,other
53997,white,white,other,color,color,other
54012,white,white,other,color,color,other
54022,white,purple,other,color,color,other
54040,white,white,other,color,color,other
54075,white,red,other,color,color,other
54102,white,white,other,color,color,other
54114,blue,blue,other,color,color,other
54131,white,white,other,color,color,other
54135,white,blue,other,color,color,other
54145,red,blue,other,color,color,other
54195,white,white,other,color,color,other
54204,white,white,other,color,color,other
54209,white,red,other,color,color,other
54241,white,white,other,color,color,other
54258,blue,white,other,color,color,other
54265,white,blue,other,color,color,other
54289,white,grey,other,color,color,other
54295,white,blue,other,color,color,other
54308,white,blue,other,color,color,other
54334,blue,gray,other,color,color,other
54339,white,pink,other,color,color,other
54347,white,blue,other,color,color,other
54365,white,white,other,color,color,other
54379,white,white,other,color,color,other
54402,white,white,other,color,color,other
54422,white,white,other,color,color,other
54443,white,black,other,color,color,other
54463,white,white,other,color,color,other
54496,white,white,other,color,color,other
54516,white,white,other,color,color,other
54528,white,green,other,color,color,other
54531,white,white,other,color,color,other
54560,white,pink,other,color,color,other
54589,white,green,other,color,color,other
54636,black,blue,other,color,color,other
54652,white,blue,other,color,color,other
54676,white,white,other,color,color,other
54680,white,purple,other,color,color,other
54697,white,white,other,color,color,other
54715,white,white,other,color,color,other
54725,white,white,other,color,color,other
54759,white,green,other,color,color,other
54786,white,red,other,color,color,other
54798,white,white,other,color,color,other
54815,white,white,other,color,color,other
54837,white,white,other,color,color,other
54845,white,white,other,color,color,other
54873,white,white,other,color,color,other
54881,white,white,other,color,color,other
54915,white,white,other,color,color,other
54933,white,white,other,color,color,other
54979,white,pink,other,color,color,other
54989,white,white,other,color,color,other
54992,white,blue,other,color,color,other
55015,white,blue,other,color,color,other
55035,white,red,other,color,color,other
55057,black,black,other,color,color,other
55077,white,red,other,color,color,other
55092,blue,red,other,color,color,other
55106,white,white,other,color,color,other
55150,white,green,other,color,color,other
55186,white,red,other,color,color,other
55205,white,white,other,color,color,other
55219,black,black,other,color,color,other
55234,white,white,other,color,color,other
55247,white,white,other,color,color,other
55263,blue,purple,other,color,color,other
55274,white,blue,other,color,color,other
55285,blue,green,other,color,color,other
55296,white,white,other,color,color,other
55309,white,pink,other,color,color,other
55348,white,white,other,color,color,other
55382,white,green,other,color,color,other
55395,white,white,other,color,color,other
55410,white,green,other,color,color,other
55412,white,blue,other,color,color,other
55433,white,white,other,color,color,other
55437,white,blue,other,color,color,other
55445,white,blue,other,color,color,other
55452,blue,black,other,color,color,other
55486,white,pink,other,color,color,other
55497,white,purple,other,color,color,other
55525,white,white,other,color,color,other
55528,white,white,other,color,color,other
55541,white,blue,other,color,color,other
55552,white,blue,other,color,color,other
55611,red,red,other,color,color,other
55627,white,orange,other,color,color,other
55637,white,blue,other,color,color,other
55642,white,green,other,color,color,other
55671,blue,blue,other,color,color,other
55680,blue,blue,other,color,color,other
55683,black,brown,other,color,color,other
55721,blue,blue,other,color,color,other
55751,black,gray,other,color,color,other
55772,gray,white,other,color,color,other
55830,blue,purple,other,color,color,other
55861,blue,gray,other,color,color,other
55867,blue,green,other,color,color,other
55874,blue,blue,other,color,color,other
55890,blue,purple,other,color,color,other
55908,blue,black,other,color,color,other
55930,blue,gray,other,color,color,other
55953,blue,blue,other,color,color,other
55984,blue,green,other,color,color,other
55991,blue,gray,other,color,color,other
56006,blue,blue,other,color,color,other
56021,blue,blue,other,color,color,other
56040,blue,blue,other,color,color,other
56073,blue,blue,other,color,color,other
56089,blue,black,other,color,color,other
56103,blue,blue,other,color,color,other
56131,blue,blue,other,color,color,other
56143,blue,pink,other,color,color,other
56153,blue,blue,other,color,color,other
56208,blue,blue,other,color,color,other
56221,blue,blue,other,color,color,other
56259,green,blue,other,color,color,other
56276,green,green,other,color,color,other
56295,gray,white,other,color,color,other
56312,white,white,other,color,color,other
56321,white,green,other,color,color,other
56337,blue,white,other,color,color,other
56350,white,purple,other,color,color,other
56367,white,white,other,color,color,other
56388,white,blue,other,color,color,other
56429,red,blue,other,color,color,other
56444,red,pink,other,color,color,other
56461,red,black,other,color,color,other
56482,blue,green,other,color,color,other
56500,red,green,other,color,color,other
56524,red,black,other,color,color,other
56549,red,blue,other,color,color,other
56583,red,blue,other,color,color,other
56653,red,red,other,color,color,other
56680,red,red,other,color,color,other
56683,red,red,other,color,color,other
56711,red,red,other,color,color,other
56778,red,pink,other,color,color,other
56801,red,blue,other,color,color,other
56819,blue,white,other,color,color,other
56840,blue,blue,other,color,color,other
56854,blue,black,other,color,color,other
56867,black,black,other,color,color,other
56878,blue,blue,other,color,color,other
56887,blue,white,other,color,color,other
56899,green,purple,other,color,color,other
56934,white,blue,other,color,color,other
56954,black,black,other,color,color,other
57007,purple,purple,other,color,color,other
57037,brown,pink,other,color,color,other
57058,green,green,other,color,color,other
57070,red,black,other,color,color,other
57088,white,white,other,color,color,other
57111,red,red,other,color,color,other
57147,red,red,other,color,color,other
57158,red,red,other,color,color,other
57161,red,red,other,color,color,other
57170,white,white,other,color,color,other
57196,white,white,other,color,color,other
57209,red,red,other,color,color,other
57228,red,red,other,color,color,other
57247,red,white,other,color,color,other
57275,red,blue,other,color,color,other
57298,red,pink,other,color,color,other
57320,red,black,other,color,color,other
57334,white,black,other,color,color,other
57361,white,white,other,color,color,other
57369,white,red,other,color,color,other
57403,gray,white,other,color,color,other
57439,blue,red,other,color,color,other
57456,white,white,other,color,color,other
57526,red,red,other,color,color,other
57554,green,white,other,color,color,other
57565,white,brown,other,color,color,other
57597,red,red,other,color,color,other
57610,pink,purple,other,color,color,other
57617,green,blue,other,color,color,other
57639,pink,red,other,color,color,other
57647,blue,blue,other,color,color,other
57676,red,blue,other,color,color,other
57704,blue,blue,other,color,color,other
57737,blue,blue,other,color,color,other
57742,blue,red,other,color,color,other
57796,blue,black,other,color,color,other
57820,brown,grey,other,color,color,other
57848,blue,blonde,other,color,color,other
57864,red,red,other,color,color,other
57874,red,green,other,color,color,other
57892,purple,blue,other,color,color,other
57900,red,pink,other,color,color,other
57905,green,green,other,color,color,other
57920,purple,red,other,color,color,other
57935,blue,purple,other,color,color,other
57969,red,blue,other,color,color,other
58025,red,red,other,color,color,other
58056,blue,blue,other,color,color,other
58095,green,pink,other,color,color,other
58101,blue,purple,other,color,color,other
58117,white,blue,other,color,color,other
58126,white,red,other,color,color,other
58135,purple,red,other,color,color,other
58157,blue,red,other,color,color,other
58185,purple,pink,other,color,color,other
58203,white,white,other,color,color,other
58217,white,white,other,color,color,other
58230,white,white,other,color,color,other
58260,white,white,other,color,color,other
58291,white,white,other,color,color,other
58317,white,gray,other,color,color,other
58328,blue,white,other,color,color,other
58351,red,red,other,color,color,other
58407,pink,green,other,color,color,other
58410,red,green,other,color,color,other
58416,white,blue,other,color,color,other
58437,white,red,other,color,color,other
58464,white,pink,other,color,color,other
58512,white,blue,other,color,color,other
58526,white,white,other,color,color,other
58577,green,blue,other,color,color,other
58612,white,white,other,color,color,other
58645,red,green,other,color,color,other
58679,white,white,other,color,color,other
58710,red,red,other,color,color,other
58740,blue,blue,other,color,color,other
58754,red,red,other,color,color,other
58756,white,white,other,color,color,other
58770,red,pink,other,color,color,other
58783,white,white,other,color,color,other
58826,silver,silver,other,color,color,other
58842,silver,silver,other,color,color,other
58870,silver,silver,other,color,color,other
58926,pink,pink,other,color,color,other
58936,blue,blue,other,color,color,other
58962,blue,blue,other,color,color,other
58985,pink,pink,other,color,color,other
59016,green,white,other,color,color,other
59076,blue,blue,other,color,color,other
59125,red,purple,other,color,color,other
59138,green,green,other,color,color,other
59149,green,green,other,color,color,other
59156,green,gray,other,color,color,other
59169,black,black,other,color,color,other
59182,pink,pink,other,color,color,other
59206,red,black,other,color,color,other
59247,brown,brown,other,color,color,other
59269,brown,brown,other,color,color,other
59277,brown,brown,other,color,color,other
59316,brown,brown,other,color,color,other
59329,brown,brown,other,color,color,other
59355,brown,brown,other,color,color,other
59378,pink,green,other,color,color,other
59390,pink,purple,other,color,color,other
59401,purple,purple,other,color,color,other
59414,purple,pink,other,color,color,other
59422,pink,pink,other,color,color,other
59444,purple,brown,other,color,color,other
59472,pink,purple,other,color,color,other
59479,purple,blue,other,color,color,other
59481,pink,pink,other,color,color,other
59499,purple,green,other,color,color,other
59511,pink,purple,other,color,color,other
59517,purple,brown,other,color,color,other
59528,purple,pink,other,color,color,other
59560,purple,pink,other,color,color,other
59571,green,purple,other,color,color,other
59592,blue,brown,other,color,color,other
59631,purple,purple,other,color,color,other
59655,blue,blue,other,color,color,other
59660,pink,pink,other,color,color,other
59673,pink,orange,other,color,color,other
59691,purple,purple,other,color,color,other
59696,green,pink,other,color,color,other
59709,green,purple,other,color,color,other
59735,purple,purple,other,color,color,other
59768,blue,blue,other,color,color,other
59796,purple,pink,other,color,color,other
59803,pink,pink,other,color,color,other
59837,pink,pink,other,color,color,other
59854,pink,pink,other,color,color,other
59908,pink,pink,other,color,color,other
59928,purple,purple,other,color,color,other
59941,purple,blue,other,color,color,other
59993,purple,red,other,color,color,other
60013,purple,blue,other,color,color,other
60037,purple,orange,other,color,color,other
60041,purple,red,other,color,color,other
60079,red,blue,other,color,color,other
60083,purple,green,other,color,color,other
60085,white,green,other,color,color,other
60092,green,green,other,color,color,other
60137,blue,purple,other,color,color,other
60148,pink,pink,other,color,color,other
60166,white,pink,other,color,color,other
60204,blue,orange,other,color,color,other
60225,white,white,other,color,color,other
60243,blue,white,other,color,color,other
60269,white,white,other,color,color,other
60318,red,green,other,color,color,other
60331,white,red,other,color,color,other
60340,white,pink,other,color,color,other
60360,white,red,other,color,color,other
60378,red,blue,other,color,color,other
60389,red,blue,other,color,color,other
60402,white,brown,other,color,color,other
60414,white,white,other,color,color,other
60445,white,red,other,color,color,other
60453,white,white,other,color,color,other
60465,white,white,other,color,color,other
60492,white,purple,other,color,color,other
60522,white,green,other,color,color,other
60541,blue,blue,other,color,color,other
60559,blue,blue,other,color,color,other
60584,blue,blue,other,color,color,other
60618,blue,blue,other,color,color,other
60635,blue,purple,other,color,color,other
60638,blue,blue,other,color,color,other
60642,blue,blue,other,color,color,other
60656,blue,blue,other,color,color,other
60660,blue,blue,other,color,color,other
60667,blue,blue,other,color,color,other
60690,blue,blue,other,color,color,other
60703,blue,blue,other,color,color,other
60726,blue,blue,other,color,color,other
60733,blue,blue,other,color,color,other
60747,blue,blue,other,color,color,other
60753,blue,purple,other,color,color,other
60757,blue,blue,other,color,color,other
60790,blue,blue,other,color,color,other
60803,blue,blue,other,color,color,other
60818,purple,pink,other,color,color,other
60845,blue,blue,other,color,color,other
60852,blue,blue,other,color,color,other
60857,blue,blue,other,color,color,other
60868,blue,blue,other,color,color,other
60876,blue,purple,other,color,color,other
60879,blue,blue,other,color,color,other
60887,blue,blue,other,color,color,other
60890,blue,blue,other,color,color,other
60911,blue,blue,other,color,color,other
60934,blue,blue,other,color,color,other
60957,blue,blue,other,color,color,other
60971,blue,blue,other,color,color,other
60984,blue,blue,other,color,color,other
60990,purple,purple,other,color,color,other
61002,blue,blue,other,color,color,other
61013,purple,purple,other,color,color,other
61030,blue,blue,other,color,color,other
61049,blue,blue,other,color,color,other
61056,purple,pink,other,color,color,other
61059,purple,blue,other,color,color,other
61068,purple,brown,other,color,color,other
61076,purple,red,other,color,color,other
61091,white,white,other,color,color,other
61118,black,gray,other,color,color,other
61135,red,red,other,color,color,other
61149,purple,purple,other,color,color,other
61167,blue,blue,other,color,color,other
61199,red,red,other,color,color,other
61209,purple,green,other,color,color,other
61223,white,green,other,color,color,other
61259,blue,green,other,color,color,other
61266,blue,blue,other,color,color,other
61277,green,green,other,color,color,other
61307,brown,blue,other,color,color,other
61311,purple,brown,other,color,color,other
61338,black,black,other,color,color,other
61387,blue,blue,other,color,color,other
61400,purple,blue,other,color,color,other
61404,blue,blue,other,color,color,other
61418,wood,wood,other,color,color,other
61450,blue,purple,other,color,color,other
61496,blue,blue,other,color,color,other
61502,purple,purple,other,color,color,other
61516,purple,purple,other,color,color,other
61520,brown,white,other,color,color,other
61532,brown,blue,other,color,color,other
61543,blue,blue,other,color,color,other
61571,blue,blue,other,color,color,other
61594,blue,blue,other,color,color,other
61609,blue,pink,other,color,color,other
61643,blue,blue,other,color,color,other
61657,blue,purple,other,color,color,other
61673,blue,purple,other,color,color,other
61693,blue,blue,other,color,color,other
61698,blue,blue,other,color,color,other
61723,blue,purple,other,color,color,other
61733,blue,green,other,color,color,other
61740,white,black,other,color,color,other
61744,white,black,other,color,color,other
61768,white,gray,other,color,color,other
61776,brown,pink,other,color,color,other
61796,green,red,other,color,color,other
61812,green,green,other,color,color,other
61822,red,purple,other,color,color,other
61829,blue,red,other,color,color,other
61849,purple,green,other,color,color,other
61866,red,red,other,color,color,other
61909,red,black,other,color,color,other
61921,red,green,other,color,color,other
61932,red,black,other,color,color,other
61962,red,red,other,color,color,other
61967,pink,pink,other,color,color,other
61986,pink,black,other,color,color,other
62017,red,red,other,color,color,other
62031,red,green,other,color,color,other
62059,red,pink,other,color,color,other
62073,blue,blue,other,color,color,other
62121,red,red,other,color,color,other
62128,purple,red,other,color,color,other
62147,green,blue,other,color,color,other
62159,green,black,other,color,color,other
62181,green,green,other,color,color,other
62199,green,green,other,color,color,other
62202,green,green,other,color,color,other
62220,purple,purple,other,color,color,other
62234,red,white,other,color,color,other
62249,white,blue,other,color,color,other
62283,red,red,other,color,color,other
62298,blue,green,other,color,color,other
62347,white,white,other,color,color,other
62358,white,blue,other,color,color,other
62377,purple,gray,other,color,color,other
62381,red,red,other,color,color,other
62416,green,purple,other,color,color,other
62453,purple,blue,other,color,color,other
62468,pink,purple,other,color,color,other
62477,pink,pink,other,color,color,other
62520,blue,purple,other,color,color,other
62528,pink,pink,other,color,color,other
62582,pink,purple,other,color,color,other
62588,brown,brown,other,color,color,other
62597,purple,red,other,color,color,other
62626,blue,red,other,color,color,other
62632,purple,white,other,color,color,other
62648,red,red,other,color,color,other
62688,purple,orange,other,color,color,other
62745,pink,green,other,color,color,other
62757,blue,green,other,color,color,other
62772,pink,purple,other,color,color,other
62781,blue,purple,other,color,color,other
62788,pink,pink,other,color,color,other
62832,pink,pink,other,color,color,other
62846,pink,pink,other,color,color,other
62854,green,red,other,color,color,other
62858,green,green,other,color,color,other
62878,pink,pink,other,color,color,other
62891,pink,pink,other,color,color,other
62900,green,blue,other,color,color,other
62921,purple,green,other,color,color,other
62937,purple,purple,other,color,color,other
62954,purple,purple,other,color,color,other
62966,pink,purple,other,color,color,other
62980,brown,wooden,other,color,color,other
62994,pink,blue,other,color,color,other
63004,pink,purple,other,color,color,other
63028,brown,brown,other,color,color,other
63031,purple,pink,other,color,color,other
63041,pink,pink,other,color,color,other
63065,pink,purple,other,color,color,other
63076,pink,pink,other,color,color,other
63085,pink,pink,other,color,color,other
63102,green,brown,other,color,color,other
63108,purple,brown,other,color,color,other
63112,brown,brown,other,color,color,other
63117,blue,red,other,color,color,other
63131,purple,purple,other,color,color,other
63149,green,purple,other,color,color,other
63157,pink,pink,other,color,color,other
63197,blue,blue,other,color,color,other
63205,blue,blue,other,color,color,other
63218,green,blue,other,color,color,other
63238,pink,pink,other,color,color,other
63249,pink,pink,other,color,color,other
63255,purple,purple,other,color,color,other
63276,pink,pink,other,color,color,other
63293,brown,brown,other,color,color,other
63304,green,blue,other,color,color,other
63315,pink,red,other,color,color,other
63333,pink,purple,other,color,color,other
63346,purple,purple,other,color,color,other
63359,pink,pink,other,color,color,other
63388,pink,pink,other,color,color,other
63442,green,pink,other,color,color,other
63463,pink,pink,other,color,color,other
63470,white,white,other,color,color,other
63496,brown,red,other,color,color,other
63514,brown,brick,other,color,color,other
63551,green,blue,other,color,color,other
63562,green,purple,other,color,color,other
63586,brown,purple,other,color,color,other
63594,blue,blue,other,color,color,other
63600,blue,blue,other,color,color,other
63611,white,white,other,color,color,other
63634,purple,purple,other,color,color,other
63645,purple,purple,other,color,color,other
63666,purple,purple,other,color,color,other
63680,pink,purple,other,color,color,other
63712,white,green,other,color,color,other
63782,white,white,other,color,color,other
63813,green,green,other,color,color,other
63867,green,red,other,color,color,other
63885,white,pink,other,color,color,other
63891,green,green,other,color,color,other
63893,green,red,other,color,color,other
63928,green,red,other,color,color,other
63960,green,pink,other,color,color,other
63982,green,red,other,color,color,other
63985,green,pink,other,color,color,other
63989,red,red,other,color,color,other
64012,green,red,other,color,color,other
64019,green,pink,other,color,color,other
64027,red,green,other,color,color,other
64043,black,pink,other,color,color,other
64058,purple,purple,other,color,color,other
64083,green,purple,other,color,color,other
64117,green,red,other,color,color,other
64128,green,purple,other,color,color,other
64172,blue,blue,other,color,color,other
64228,brown,blonde,other,color,color,other
64266,blue,purple,other,color,color,other
64275,purple,dark,other,color,color,other
64281,blue,blue,other,color,color,other
64302,blue,purple,other,color,color,other
64364,blue,blue,other,color,color,other
64382,blue,purple,other,color,color,other
64408,blue,blue,other,color,color,other
64431,black,gray,other,color,color,other
64448,purple,blue,other,color,color,other
64485,blue,blue,other,color,color,other
64487,blue,blue,other,color,color,other
64501,blue,blue,other,color,color,other
64527,blue,blue,other,color,color,other
64567,blue,purple,other,color,color,other
64572,blue,green,other,color,color,other
64604,blue,purple,other,color,color,other
64629,blue,blue,other,color,color,other
64655,blue,blue,other,color,color,other
64658,purple,blonde,other,color,color,other
64746,brown,white,other,color,color,other
64773,brown,black,other,color,color,other
64798,blue,green,other,color,color,other
64868,red,red,other,color,color,other
64884,red,red,other,color,color,other
64908,red,red,other,color,color,other
65021,pink,blue,other,color,color,other
65127,pink,purple,other,color,color,other
65131,pink,purple,other,color,color,other
65160,pink,pink,other,color,color,other
65214,pink,green,other,color,color,other
65252,pink,white,other,color,color,other
65273,pink,purple,other,color,color,other
65295,pink,white,other,color,color,other
65311,white,green,other,color,color,other
65340,white,white,other,color,color,other
65356,pink,pink,other,color,color,other
65425,white,pink,other,color,color,other
65431,white,black,other,color,color,other
65454,pink,pink,other,color,color,other
65480,white,blue,other,color,color,other
65493,pink,red,other,color,color,other
65514,red,red,other,color,color,other
65531,red,blue,other,color,color,other
65560,purple,blue,other,color,color,other
65610,pink,green,other,color,color,other
65628,purple,blue,other,color,color,other
65635,purple,purple,other,color,color,other
65672,white,white,other,color,color,other
65681,black,white,other,color,color,other
65706,purple,blue,other,color,color,other
65710,purple,purple,other,color,color,other
65738,green,black,other,color,color,other
65791,blue,purple,other,color,color,other
65809,blue,green,other,color,color,other
65823,blue,blue,other,color,color,other
65832,blue,black,other,color,color,other
65862,blue,blue,other,color,color,other
65886,blue,black,other,color,color,other
65922,brown,blue,other,color,color,other
65949,blue,green,other,color,color,other
65973,white,white,other,color,color,other
